REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/105_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/105_1_clean.wav	 2.272	 1.879	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/106_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/106_1_clean.wav	 2.607	 2.269	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/107_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/107_1_clean.wav	 2.231	 1.838	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/108_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/108_1_clean.wav	 2.541	 2.186	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/109_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/109_1_clean.wav	 2.075	 1.694	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/110_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/110_1_clean.wav	 2.450	 2.075	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/111_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/111_1_clean.wav	 2.433	 2.056	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/112_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/112_1_clean.wav	 2.313	 1.923	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/113_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/113_1_clean.wav	 2.569	 2.220	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/114_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/114_1_clean.wav	 2.472	 2.101	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/115_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/115_1_clean.wav	 2.560	 2.209	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/116_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/116_1_clean.wav	 2.539	 2.184	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/117_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/117_1_clean.wav	 2.131	 1.743	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/118_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/118_1_clean.wav	 2.294	 1.902	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/119_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/119_1_clean.wav	 2.329	 1.939	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/120_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/120_1_clean.wav	 2.328	 1.939	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/121_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/121_1_clean.wav	 1.912	 1.565	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/122_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/122_1_clean.wav	 2.115	 1.728	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/123_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/123_1_clean.wav	 2.390	 2.007	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/124_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/124_1_clean.wav	 2.228	 1.836	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/125_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/125_1_clean.wav	 2.430	 2.052	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/126_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/126_1_clean.wav	 2.480	 2.111	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/127_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/127_1_clean.wav	 2.280	 1.888	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/128_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/128_1_clean.wav	 2.202	 1.810	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/129_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/129_1_clean.wav	 2.355	 1.968	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/130_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/130_1_clean.wav	 2.632	 2.302	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/131_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/131_1_clean.wav	 2.411	 2.030	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/132_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/132_1_clean.wav	 2.254	 1.861	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/133_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/133_1_clean.wav	 2.520	 2.160	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/134_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/134_1_clean.wav	 2.504	 2.140	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/135_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/135_1_clean.wav	 2.218	 1.826	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/136_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/136_1_clean.wav	 2.152	 1.762	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/137_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/137_1_clean.wav	 2.179	 1.788	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/138_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/138_1_clean.wav	 2.325	 1.935	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/139_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/139_1_clean.wav	 2.243	 1.850	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/140_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/140_1_clean.wav	 2.581	 2.236	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/141_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/141_1_clean.wav	 2.080	 1.698	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/142_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/142_1_clean.wav	 2.143	 1.754	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/143_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/143_1_clean.wav	 1.946	 1.590	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/144_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/144_1_clean.wav	 2.252	 1.859	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/145_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/145_1_clean.wav	 2.555	 2.203	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/146_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/146_1_clean.wav	 2.276	 1.884	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/147_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/147_1_clean.wav	 2.315	 1.924	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/148_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/148_1_clean.wav	 2.033	 1.659	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/149_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/149_1_clean.wav	 2.242	 1.849	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/150_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/150_1_clean.wav	 2.408	 2.026	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/151_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/151_1_clean.wav	 2.452	 2.077	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/152_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/152_1_clean.wav	 2.433	 2.055	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/153_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/153_1_clean.wav	 2.190	 1.798	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/154_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/154_1_clean.wav	 2.205	 1.812	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/155_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/155_1_clean.wav	 2.378	 1.993	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/156_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/156_1_clean.wav	 2.412	 2.031	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/157_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/157_1_clean.wav	 2.677	 2.362	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/158_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/158_1_clean.wav	 2.200	 1.807	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/159_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/159_1_clean.wav	 2.580	 2.236	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/160_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/160_1_clean.wav	 2.402	 2.020	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/161_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/161_1_clean.wav	 2.394	 2.011	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/162_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/162_1_clean.wav	 2.702	 2.396	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/163_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/163_1_clean.wav	 2.421	 2.042	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/164_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/164_1_clean.wav	 2.485	 2.117	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/165_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/165_1_clean.wav	 2.595	 2.255	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/166_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/166_1_clean.wav	 2.336	 1.947	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/167_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/167_1_clean.wav	 2.529	 2.171	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/168_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/168_1_clean.wav	 2.593	 2.251	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/169_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/169_1_clean.wav	 2.534	 2.177	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/170_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/170_1_clean.wav	 2.693	 2.384	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/171_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/171_1_clean.wav	 2.491	 2.124	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/172_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/172_1_clean.wav	 2.549	 2.196	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/173_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/173_1_clean.wav	 2.488	 2.121	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/174_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/174_1_clean.wav	 2.379	 1.994	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/175_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/175_1_clean.wav	 2.617	 2.283	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/176_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/176_1_clean.wav	 2.459	 2.086	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/177_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/177_1_clean.wav	 2.462	 2.090	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/178_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/178_1_clean.wav	 2.560	 2.210	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/179_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/179_1_clean.wav	 2.440	 2.064	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/180_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/180_1_clean.wav	 2.555	 2.203	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/181_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/181_1_clean.wav	 2.200	 1.808	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/182_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/182_1_clean.wav	 2.514	 2.153	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/183_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/183_1_clean.wav	 2.614	 2.278	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/184_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/184_1_clean.wav	 2.482	 2.114	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/185_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/185_1_clean.wav	 2.454	 2.080	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/186_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/186_1_clean.wav	 2.512	 2.149	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/187_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/187_1_clean.wav	 2.349	 1.961	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/188_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/188_1_clean.wav	 2.552	 2.200	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/189_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/189_1_clean.wav	 2.480	 2.111	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/190_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/190_1_clean.wav	 2.309	 1.918	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/191_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/191_1_clean.wav	 2.655	 2.333	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/192_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/192_1_clean.wav	 2.317	 1.926	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/193_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/193_1_clean.wav	 2.354	 1.967	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/194_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/194_1_clean.wav	 2.441	 2.065	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/195_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/195_1_clean.wav	 2.391	 2.007	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/001_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/001_1_clean.wav	 2.442	 2.066	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/002_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/002_1_clean.wav	 2.455	 2.082	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/003_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/003_1_clean.wav	 1.920	 1.571	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/004_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/004_1_clean.wav	 2.266	 1.873	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/005_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/005_1_clean.wav	 2.387	 2.003	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/006_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/006_1_clean.wav	 2.365	 1.979	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/007_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/007_1_clean.wav	 2.207	 1.814	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/008_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/008_1_clean.wav	 2.488	 2.121	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/009_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/009_1_clean.wav	 2.360	 1.973	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/010_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/010_1_clean.wav	 2.253	 1.860	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/011_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/011_1_clean.wav	 2.450	 2.076	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/012_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/012_1_clean.wav	 2.448	 2.073	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/013_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/013_1_clean.wav	 2.406	 2.024	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/014_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/014_1_clean.wav	 2.545	 2.190	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/015_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/015_1_clean.wav	 2.066	 1.686	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/016_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/016_1_clean.wav	 2.276	 1.883	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/017_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/017_1_clean.wav	 2.554	 2.202	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/018_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/018_1_clean.wav	 2.404	 2.022	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/019_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/019_1_clean.wav	 2.356	 1.968	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/020_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/020_1_clean.wav	 2.217	 1.824	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/021_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/021_1_clean.wav	 2.480	 2.111	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/022_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/022_1_clean.wav	 2.230	 1.837	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/023_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/023_1_clean.wav	 2.277	 1.885	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/024_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/024_1_clean.wav	 2.288	 1.896	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/025_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/025_1_clean.wav	 2.134	 1.746	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/026_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/026_1_clean.wav	 1.781	 1.476	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/027_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/027_1_clean.wav	 2.215	 1.822	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/028_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/028_1_clean.wav	 2.404	 2.022	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/029_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/029_1_clean.wav	 2.491	 2.125	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/030_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/030_1_clean.wav	 2.218	 1.825	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/031_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/031_1_clean.wav	 1.930	 1.578	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/032_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/032_1_clean.wav	 2.398	 2.015	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/033_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/033_1_clean.wav	 2.154	 1.764	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/034_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/034_1_clean.wav	 2.155	 1.765	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/035_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/035_1_clean.wav	 2.371	 1.985	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/036_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/036_1_clean.wav	 2.385	 2.000	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/037_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/037_1_clean.wav	 2.542	 2.187	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/038_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/038_1_clean.wav	 2.260	 1.867	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/039_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/039_1_clean.wav	 2.349	 1.960	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/040_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/040_1_clean.wav	 2.483	 2.115	 8000	nb
/net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/041_2_original.wav	 /net/archive/groups/plggsilas/unets/2019-09-10T23:15:17.628694/041_1_clean.wav	 2.423	 2.044	 8000	nb
